Volcano Number,Volcano Name,Eruption Number,Eruption Category,Area of Activity,VEI,VEI Modifier,Start Year Modifier,Start Year,Start Year Uncertainty,Start Month,Start Day Modifier,Start Day,Start Day Uncertainty,Evidence Method (dating),End Year Modifier,End Year,End Year Uncertainty,End Month,End Day Modifier,End Day,End Day Uncertainty,Latitude,Longitude
357040,Planchon-Peteroa,22297,Confirmed Eruption,,1,,,2018,,11,,7,,Historical Observations,,2019,,5,,7,1,-35.223,-70.568
357070,"Chillan, Nevados de",22119,Confirmed Eruption,Nicanor crater,2,,,2016,,1,,8,,Historical Observations,>,2021,,8,,19,,-36.868,-71.378
355100,Lascar,22110,Confirmed Eruption,,2,,,2015,,10,,30,,Historical Observations,,2017,,4,,2,1,-23.37,-67.73
358020,Calbuco,21076,Confirmed Eruption,,4,,,2015,,4,,22,,Historical Observations,,2015,,5,,26,,-41.33,-72.618
357120,Villarrica,20996,Confirmed Eruption,,1,,,2014,,12,,2,7,Historical Observations,>,2021,,8,,13,,-39.42,-71.93
357120,Villarrica,20838,Confirmed Eruption,,1,,,2013,,7,,25,,Historical Observations,,2013,,7,?,29,,-39.42,-71.93
355100,Lascar,20789,Confirmed Eruption,,1,,,2013,,4,,2,,Historical Observations,,2013,,11,,20,,-23.37,-67.73
357120,Villarrica,20837,Uncertain Eruption,,1,,,2012,,11,,14,,Historical Observations,,2012,,11,?,14,,-39.42,-71.93
357091,Callaqui,20755,Uncertain Eruption,,,,,2012,,1,,2,,Historical Observations,,2012,,1,,2,,-37.92,-71.45
358057,"Hudson, Cerro",20770,Confirmed Eruption,S and SE edge of the caldera,2,,,2011,,10,,26,,Historical Observations,,2011,,11,,1,,-45.9,-72.97
357150,Puyehue-Cordon Caulle,20809,Confirmed Eruption,"Cordón Caulle, N of the 1960 eruption fissure",5,,,2011,,6,,4,,Historical Observations,,2012,,4,?,21,,-40.59,-72.117
357040,Planchon-Peteroa,20808,Confirmed Eruption,Peteroa,3,,,2011,,2,,17,,Historical Observations,,2011,,6,,26,1,-35.223,-70.568
357040,Planchon-Peteroa,11947,Confirmed Eruption,Peteroa,2,,,2010,,9,,6,,Historical Observations,,2010,,10,,13,,-35.223,-70.568
357120,Villarrica,12184,Confirmed Eruption,,1,,,2009,,11,,22,,Historical Observations,,2012,,4,,20,,-39.42,-71.93
357120,Villarrica,12183,Confirmed Eruption,,1,,,2009,,1,,29,,Historical Observations,,2009,,3,?,24,,-39.42,-71.93
357091,Callaqui,11998,Uncertain Eruption,,,,,2009,,1,,22,,,,2009,,1,,22,,-37.92,-71.45
357070,"Chillan, Nevados de",11993,Uncertain Eruption,,,,,2009,,1,,21,,,,2009,,1,,22,,-36.868,-71.378
357120,Villarrica,12182,Confirmed Eruption,,1,,,2008,,10,,26,,Historical Observations,,,,,,,,-39.42,-71.93
358041,Chaiten,12271,Confirmed Eruption,,4,,,2008,,5,,2,,Historical Observations,,2011,,5,,31,3,-42.833,-72.646
357110,Llaima,12077,Confirmed Eruption,Summit and upper east flank,3,,,2008,,1,,1,,Historical Observations,,2009,,6,,12,4,-38.692,-71.729
357110,Llaima,12076,Confirmed Eruption,,2,,,2007,,5,,26,,Historical Observations,,2007,,8,?,8,,-38.692,-71.729
355100,Lascar,11878,Confirmed Eruption,,3,,,2006,,4,,18,,Historical Observations,,2007,,7,?,18,,-23.37,-67.73
355100,Lascar,11877,Confirmed Eruption,,3,?,,2005,,5,,4,,Historical Observations,,2005,,5,,4,,-23.37,-67.73
357120,Villarrica,12181,Confirmed Eruption,,1,,,2004,,8,?,5,,Historical Observations,,2007,,12,?,24,,-39.42,-71.93
355100,Lascar,11876,Uncertain Eruption,,1,,,2003,,12,,9,,,,2003,,12,,9,,-23.37,-67.73
357070,"Chillan, Nevados de",11992,Confirmed Eruption,Saddle between Nuevo & Arrau volcanoes,1,,,2003,,8,,29,,Historical Observations,,2003,,9,,15,5,-36.868,-71.378
357120,Villarrica,12180,Confirmed Eruption,,1,,,2003,,5,?,23,,Historical Observations,,2004,,3,?,25,,-39.42,-71.93
357110,Llaima,12075,Confirmed Eruption,,2,,,2003,,4,,9,,Historical Observations,,2003,,4,>,16,,-38.692,-71.729
355100,Lascar,11875,Confirmed Eruption,,2,,,2002,,10,,26,,Historical Observations,,2002,,10,,27,,-23.37,-67.73
357110,Llaima,12074,Confirmed Eruption,,1,,,2002,,10,,13,12,Historical Observations,,,,,,,,-38.692,-71.729
355100,Lascar,11874,Uncertain Eruption,,,,,2001,,5,?,17,,,,2001,,7,?,5,,-23.37,-67.73
355100,Lascar,11873,Confirmed Eruption,,2,,,2000,,7,,20,,Historical Observations,,2001,,1,?,18,,-23.37,-67.73
357040,Planchon-Peteroa,11946,Confirmed Eruption,,1,,,1998,,11,,18,,Historical Observations,,1998,,11,,21,,-35.223,-70.568
357110,Llaima,12073,Confirmed Eruption,,2,,,1998,,11,,10,3,Historical Observations,,,,,,,,-38.692,-71.729
357110,Llaima,12072,Confirmed Eruption,,2,?,,1998,,4,,3,,Historical Observations,,1998,,4,?,23,,-38.692,-71.729
357120,Villarrica,12179,Confirmed Eruption,,1,,,1998,,2,,24,4,Historical Observations,,2002,,6,?,16,15,-39.42,-71.93
357110,Llaima,12071,Confirmed Eruption,,1,,,1997,,3,?,16,15,Historical Observations,,1997,,10,?,16,15,-38.692,-71.729
355100,Lascar,11872,Confirmed Eruption,,2,,,1996,,10,,18,,Historical Observations,,1996,,10,,18,,-23.37,-67.73
357120,Villarrica,12178,Confirmed Eruption,,1,,,1996,,9,,14,,Historical Observations,,1997,,8,,16,15,-39.42,-71.93
357120,Villarrica,12174,Confirmed Eruption,,1,,,1996,,1,,16,15,Historical Observations,,,,,,,,-39.42,-71.93
357110,Llaima,12070,Confirmed Eruption,,2,?,,1995,,10,,13,,Historical Observations,,1995,,10,>,22,,-38.692,-71.729
357120,Villarrica,12173,Confirmed Eruption,,1,,,1995,,4,,15,5,Historical Observations,,1995,,6,>,2,,-39.42,-71.93
355100,Lascar,11871,Confirmed Eruption,,2,,,1994,,11,,13,,Historical Observations,,1995,,7,,20,,-23.37,-67.73
357120,Villarrica,12172,Confirmed Eruption,,1,,,1994,,9,,26,,Historical Observations,,1994,,12,,30,,-39.42,-71.93
355100,Lascar,11870,Confirmed Eruption,,2,,,1994,,7,,20,,Historical Observations,,1994,,7,,26,,-23.37,-67.73
357110,Llaima,12069,Confirmed Eruption,"SE side summit crater, upper SW flank",2,,,1994,,5,,17,,Historical Observations,,1994,,8,,30,,-38.692,-71.729
357030,Tinguiririca,11924,Uncertain Eruption,,2,,,1994,,1,,15,,,,1994,,1,,15,,-34.814,-70.352
355100,Lascar,11869,Confirmed Eruption,,2,,,1993,,12,,17,,Historical Observations,,1994,,2,,27,,-23.37,-67.73
355100,Lascar,11868,Confirmed Eruption,Western crater of east summit cone,4,,,1993,,1,,30,,Historical Observations,,1993,,8,,16,15,-23.37,-67.73
357120,Villarrica,12171,Confirmed Eruption,,1,,,1992,,9,,11,,Historical Observations,,1992,,12,>,16,15,-39.42,-71.93
357110,Llaima,12068,Confirmed Eruption,,1,,,1992,,8,,23,,Historical Observations,,1992,,9,,2,,-38.692,-71.729
355100,Lascar,11867,Confirmed Eruption,,2,,,1991,,10,,21,,Historical Observations,,1992,,5,?,23,,-23.37,-67.73
357120,Villarrica,12170,Confirmed Eruption,,2,,,1991,,8,,30,,Historical Observations,,1991,,9,,17,,-39.42,-71.93
358057,"Hudson, Cerro",12299,Confirmed Eruption,NW caldera rim and SW caldera floor,5,+,,1991,,8,,8,,Historical Observations,,1991,,10,,27,,-45.9,-72.97
357040,Planchon-Peteroa,11945,Confirmed Eruption,Peteroa,2,,,1991,,2,,9,,Historical Observations,,1991,,3,,2,2,-35.223,-70.568
355100,Lascar,11866,Confirmed Eruption,,1,,,1990,,11,,24,,Historical Observations,,1990,,11,,24,,-23.37,-67.73
357150,Puyehue-Cordon Caulle,12216,Confirmed Eruption,Cordón Caulle,1,,,1990,,7,,2,182,Historical Observations,,,,,,,,-40.59,-72.117
355107,Pular,11843,Uncertain Eruption,,1,?,,1990,,4,,24,,,,1990,,4,,24,,-24.188,-68.054
357110,Llaima,12067,Confirmed Eruption,,1,,,1990,,2,,25,,Historical Observations,,1990,,11,,25,,-38.692,-71.729
357100,Lonquimay,12016,Confirmed Eruption,NE flank (Navidad Crater),3,,,1988,,12,,25,,Historical Observations,,1990,,1,,24,1,-38.379,-71.586
355100,Lascar,11865,Confirmed Eruption,Western crater of east summit cone,3,,,1987,,11,<,16,15,Historical Observations,,1990,,4,,6,,-23.37,-67.73
355100,Lascar,11864,Confirmed Eruption,Western crater of east summit cone,3,,,1986,,9,,14,,Historical Observations,,1986,,9,,16,,-23.37,-67.73
355020,Guallatiri,11822,Uncertain Eruption,,,,,1985,,12,,1,,,,,,,,,,-18.42,-69.092
355100,Lascar,11863,Confirmed Eruption,Western crater of east summit cone,0,,,1984,,12,,16,15,Historical Observations,,1985,,7,,16,15,-23.37,-67.73
357120,Villarrica,12169,Confirmed Eruption,,2,,,1984,,8,,11,,Historical Observations,,1985,,11,,18,,-39.42,-71.93
357110,Llaima,12066,Confirmed Eruption,,2,,,1984,,4,,20,,Historical Observations,,1984,,11,,26,,-38.692,-71.729
357120,Villarrica,12168,Confirmed Eruption,,1,,,1983,,10,,14,,Historical Observations,,1983,,10,,16,,-39.42,-71.93
357091,Callaqui,11997,Confirmed Eruption,,1,,,1980,,10,,16,15,Historical Observations,,1980,,10,,16,15,-37.92,-71.45
357120,Villarrica,12167,Confirmed Eruption,,2,,,1980,,6,,20,,Historical Observations,,1980,,9,,24,,-39.42,-71.93
357110,Llaima,12065,Confirmed Eruption,,2,,,1979,,10,,15,,Historical Observations,,1979,,11,,28,,-38.692,-71.729
357140,Carran-Los Venados,12189,Confirmed Eruption,Mirador,2,,,1979,,4,,14,,Historical Observations,,1979,,5,,20,,-40.35,-72.07
358060,Lautaro,12322,Confirmed Eruption,,2,?,,1979,,3,<,8,,Historical Observations,,,,,,,,-49.019,-73.504
358060,Lautaro,12321,Confirmed Eruption,,1,,,1978,,6,,16,15,Historical Observations,,,,,,,,-49.019,-73.504
357120,Villarrica,12166,Confirmed Eruption,,1,,,1977,,1,,26,,Historical Observations,,1977,,1,,30,,-39.42,-71.93
355100,Lascar,11862,Uncertain Eruption,,1,,,1974,,7,,16,15,,,1974,,9,,16,15,-23.37,-67.73
357070,"Chillan, Nevados de",11991,Confirmed Eruption,Volcán Arrau (SE flank of Volcán Nuevo),2,,,1973,,7,,16,15,Historical Observations,,1986,,7,,2,182,-36.868,-71.378
358020,Calbuco,12263,Confirmed Eruption,,2,,,1972,,8,,26,,Historical Observations,,1972,,8,,26,,-41.33,-72.618
358060,Lautaro,12320,Confirmed Eruption,,1,,,1972,,7,,2,182,Historical Observations,,,,,,,,-49.019,-73.504
357070,"Chillan, Nevados de",11990,Uncertain Eruption,Volcán Nuevo,,,,1972,,7,,2,182,,,,,,,,,-36.868,-71.378
357080,Antuco,19913,Discredited Eruption,,,,,1972,,7,,2,182,,,,,,,,,-37.406,-71.349
355100,Lascar,11861,Uncertain Eruption,,2,?,,1972,,7,,2,182,,,,,,,,,-23.37,-67.73
355090,Putana,11842,Uncertain Eruption,,,,,1972,,7,,2,182,,,,,,,,,-22.557,-67.853
357110,Llaima,12064,Confirmed Eruption,,2,,,1971,,12,,1,30,Historical Observations,,1972,,3,,12,,-38.692,-71.729
357120,Villarrica,12165,Confirmed Eruption,"Summit, NE and SW flanks",2,,,1971,,10,,29,,Historical Observations,,1972,,2,,21,,-39.42,-71.93
358057,"Hudson, Cerro",12298,Confirmed Eruption,NW part of caldera,3,,,1971,,8,,12,,Historical Observations,,1971,,9,>,18,,-45.9,-72.97
355100,Lascar,11860,Confirmed Eruption,,1,,,1969,,5,,16,,Historical Observations,,,,,,,,-23.37,-67.73
357060,"Azul, Cerro",11960,Confirmed Eruption,Quizapu,2,?,,1967,,8,,9,,Historical Observations,,,,,,,,-35.653,-70.761
357040,Planchon-Peteroa,11944,Uncertain Eruption,Peteroa (1889-94 crater),1,?,,1967,,2,,16,15,,,,,,,,,-35.223,-70.568
357070,"Chillan, Nevados de",11989,Uncertain Eruption,Volcán Nuevo,,,,1965,,7,,2,182,,,,,,,,,-36.868,-71.378
357110,Llaima,12063,Confirmed Eruption,,2,,,1964,,7,,2,182,Historical Observations,,,,,,,,-38.692,-71.729
357120,Villarrica,12164,Confirmed Eruption,,2,,,1964,,3,,2,,Historical Observations,,1964,,4,,21,,-39.42,-71.93
357120,Villarrica,12163,Confirmed Eruption,Summit and upper SW flank,3,?,,1963,,2,?,25,,Historical Observations,,1963,,9,>,21,,-39.42,-71.93
357040,Planchon-Peteroa,11943,Confirmed Eruption,Peteroa,1,,,1962,,1,,16,15,Historical Observations,,,,,,,,-35.223,-70.568
358060,Lautaro,12319,Confirmed Eruption,Volcano Uncertain: aerial observation; possibly Lautaro,2,,,1961,,10,,16,15,Historical Observations,,,,,,,,-49.019,-73.504
357120,Villarrica,12162,Confirmed Eruption,,1,,,1961,,7,,2,182,Historical Observations,,,,,,,,-39.42,-71.93
358020,Calbuco,12262,Confirmed Eruption,,3,,,1961,,2,,1,,Historical Observations,,1961,,3,>,26,,-41.33,-72.618
355070,San Pedro-San Pablo,11840,Confirmed Eruption,,2,,,1960,,12,,2,,Historical Observations,,,,,,,,-21.888,-68.391
355020,Guallatiri,11821,Confirmed Eruption,,2,,,1960,,12,,2,,Historical Observations,,,,,,,,-18.42,-69.092
357040,Planchon-Peteroa,11942,Confirmed Eruption,Petoroa (1889-94 crater),1,,,1960,,7,?,10,,Historical Observations,,,,,,,,-35.223,-70.568
357110,Llaima,12062,Uncertain Eruption,,,,,1960,,7,,2,182,,,,,,,,,-38.692,-71.729
355030,Isluga,11826,Uncertain Eruption,,2,?,,1960,,7,,2,182,,,,,,,,,-19.15,-68.83
357120,Villarrica,12161,Uncertain Eruption,,1,?,,1960,,7,,2,182,,,,,,,,,-39.42,-71.93
357150,Puyehue-Cordon Caulle,12215,Confirmed Eruption,Cordón Caulle,3,?,,1960,,5,,24,,Historical Observations,,1960,,7,,30,,-40.59,-72.117
358060,Lautaro,12318,Confirmed Eruption,,2,,,1959,,12,,28,,Historical Observations,,1960,,1,,20,,-49.019,-73.504
355100,Lascar,11859,Confirmed Eruption,,2,,,1959,,11,,16,15,Historical Observations,,1968,,1,>,31,,-23.37,-67.73
357040,Planchon-Peteroa,11941,Confirmed Eruption,Petoroa (1889-94 crater),1,,,1959,,11,,6,,Historical Observations,,,,,,,,-35.223,-70.568
355020,Guallatiri,11820,Confirmed Eruption,,2,,,1959,,7,,15,5,Historical Observations,,,,,,,,-18.42,-69.092
357120,Villarrica,12160,Confirmed Eruption,,1,,,1958,,11,,6,,Historical Observations,,1959,,12,,21,,-39.42,-71.93
357120,Villarrica,12159,Confirmed Eruption,,1,,,1956,,10,,3,,Historical Observations,,1956,,11,,16,45,-39.42,-71.93
357110,Llaima,12061,Confirmed Eruption,Summit and SE crater,3,,,1955,,10,,22,,Historical Observations,,1957,,11,,16,15,-38.692,-71.729
357140,Carran-Los Venados,12188,Confirmed Eruption,Carrán Maar,4,,,1955,,7,,27,,Historical Observations,,1955,,11,,12,,-40.35,-72.07
355100,Lascar,11858,Confirmed Eruption,,2,?,,1954,,6,,16,15,Historical Observations,,1954,,7,,16,15,-23.37,-67.73
355100,Lascar,11857,Confirmed Eruption,East summit crater,2,?,,1951,,11,,16,15,Historical Observations,,1952,,2,,19,,-23.37,-67.73
357120,Villarrica,12158,Uncertain Eruption,,,,,1950,,7,,2,182,,,,,,,,,-39.42,-71.93
357110,Llaima,12060,Confirmed Eruption,,2,,,1949,,9,,0,,Historical Observations,,,,,,,,-38.692,-71.729
357060,"Azul, Cerro",11959,Confirmed Eruption,Quizapu,2,?,,1949,,4,,15,5,Historical Observations,,,,,,,,-35.653,-70.761
357120,Villarrica,12157,Confirmed Eruption,,3,,,1948,,10,,9,,Historical Observations,,1949,,2,,3,,-39.42,-71.93
357120,Villarrica,12156,Confirmed Eruption,,2,?,,1948,,4,,10,,Historical Observations,,,,,,,,-39.42,-71.93
357120,Villarrica,12155,Confirmed Eruption,,1,,,1947,,0,,0,,Historical Observations,,,,,,,,-39.42,-71.93
357110,Llaima,12059,Confirmed Eruption,,2,,,1946,,7,,23,,Historical Observations,,,,,,,,-38.692,-71.729
357070,"Chillan, Nevados de",11988,Confirmed Eruption,Volcán Nuevo,2,?,,1946,,0,,0,,Historical Observations,,1947,,0,,0,,-36.868,-71.378
357110,Llaima,12058,Confirmed Eruption,,3,,,1945,,3,,31,,Historical Observations,,1945,,4,,3,,-38.692,-71.729
358060,Lautaro,12317,Confirmed Eruption,,1,,,1945,,1,,15,45,Historical Observations,,,,,,,,-49.019,-73.504
358020,Calbuco,12261,Confirmed Eruption,,,,,1945,,0,,0,,Historical Observations,,,,,,,,-41.33,-72.618
357070,"Chillan, Nevados de",11987,Uncertain Eruption,Volcán Nuevo,,,,1945,,0,,0,,,,,,,,,,-36.868,-71.378
357110,Llaima,12057,Confirmed Eruption,,2,,,1944,,0,,0,,Historical Observations,,,,,,,,-38.692,-71.729
357110,Llaima,12056,Confirmed Eruption,,2,,,1942,,6,,9,,Historical Observations,,1942,,11,,0,,-38.692,-71.729
357110,Llaima,12055,Confirmed Eruption,,2,,,1941,,6,,23,,Historical Observations,,,,,,,,-38.692,-71.729
357100,Lonquimay,12015,Uncertain Eruption,,,,,1940,,2,,0,,,,,,,,,,-38.379,-71.586
355100,Lascar,11856,Confirmed Eruption,,2,,,1940,,0,,0,,Historical Observations,,,,,,,,-23.37,-67.73
357120,Villarrica,12154,Confirmed Eruption,,2,,,1938,,12,,1,30,Historical Observations,,1939,,2,,1,30,-39.42,-71.93
357110,Llaima,12054,Confirmed Eruption,,1,,,1938,,12,,0,,Historical Observations,,,,,,,,-38.692,-71.729
357040,Planchon-Peteroa,11940,Confirmed Eruption,Peteroa,2,,,1938,,9,,0,,Historical Observations,,1938,,10,,0,,-35.223,-70.568
357120,Villarrica,12153,Uncertain Eruption,,1,?,,1938,,2,,11,,,,,,,,,,-39.42,-71.93
355070,San Pedro-San Pablo,11839,Confirmed Eruption,,2,,,1938,,2,,0,,Historical Observations,,,,,,,,-21.888,-68.391
357091,Callaqui,19917,Uncertain Eruption,,,,,1937,,9,,18,,,,,,,,,,-37.92,-71.45
357130,Mocho-Choshuenco,12186,Confirmed Eruption,El Mocho,,,,1937,,6,,16,,Historical Observations,,,,,,,,-39.927,-72.027
357040,Planchon-Peteroa,11939,Confirmed Eruption,Petoroa (south of 1889-94 crater),2,,,1937,,4,,0,,Historical Observations,,1937,,5,,5,4,-35.223,-70.568
357110,Llaima,12053,Confirmed Eruption,,2,,,1937,,2,?,9,,Historical Observations,,1937,,11,,2,,-38.692,-71.729
357120,Villarrica,12152,Confirmed Eruption,,1,?,,1935,,12,,1,30,Historical Observations,,1936,,6,,27,,-39.42,-71.93
357070,"Chillan, Nevados de",11986,Confirmed Eruption,West flank of Volcán Viejo,2,?,,1935,,7,,2,,Historical Observations,,,,,,,,-36.868,-71.378
357150,Puyehue-Cordon Caulle,12214,Confirmed Eruption,Cordón Caulle,2,,,1934,,3,,6,,Historical Observations,,,,,,,,-40.59,-72.117
357070,"Chillan, Nevados de",11985,Confirmed Eruption,Volcán Nuevo,2,?,,1934,,1,,17,,Historical Observations,,,,,,,,-36.868,-71.378
355100,Lascar,11855,Confirmed Eruption,,2,,,1933,,10,,9,,Historical Observations,,1933,,12,,0,,-23.37,-67.73
358060,Lautaro,12316,Confirmed Eruption,,2,?,,1933,,2,,0,,Historical Observations,,,,,,,,-49.019,-73.504
357120,Villarrica,12151,Confirmed Eruption,,2,,,1933,,1,,5,,Historical Observations,,1933,,1,,18,12,-39.42,-71.93
357100,Lonquimay,12014,Confirmed Eruption,,2,,,1933,,1,,4,,Historical Observations,,,,,,,,-38.379,-71.586
357060,"Azul, Cerro",11958,Confirmed Eruption,Quizapu,2,,,1933,,0,,0,,Historical Observations,,1938,,7,?,25,,-35.653,-70.761
357110,Llaima,12052,Confirmed Eruption,,3,,,1932,,12,,31,,Historical Observations,,1933,,1,,5,,-38.692,-71.729
357050,Descabezado Grande,11948,Confirmed Eruption,Upper NNE slope,3,,,1932,,6,,5,5,Historical Observations,,1933,,0,,0,,-35.58,-70.75
357110,Llaima,12051,Confirmed Eruption,,2,?,,1932,,3,,2,,Historical Observations,,1932,,3,,2,,-38.692,-71.729
358020,Calbuco,12260,Confirmed Eruption,,,,,1932,,0,,0,,Historical Observations,,,,,,,,-41.33,-72.618
357110,Llaima,12050,Confirmed Eruption,,2,,,1930,,7,,6,,Historical Observations,,1930,,8,,20,,-38.692,-71.729
357160,Puntiagudo-Cordon Cenizos,12218,Uncertain Eruption,,,,,1930,,0,,0,,,,,,,,,,-40.969,-72.264
357120,Villarrica,12150,Confirmed Eruption,,1,,,1929,,12,,27,,Historical Observations,,,,,,,,-39.42,-71.93
357110,Llaima,12049,Confirmed Eruption,,2,,,1929,,12,,0,,Historical Observations,,,,,,,,-38.692,-71.729
357150,Puyehue-Cordon Caulle,12213,Confirmed Eruption,Cordón Caulle,2,,,1929,,1,,7,,Historical Observations,,,,,,,,-40.59,-72.117
358020,Calbuco,12259,Confirmed Eruption,,3,?,,1929,,1,,6,,Historical Observations,,1929,,1,,6,,-41.33,-72.618
357080,Antuco,19912,Discredited Eruption,,,,,1929,,0,,0,,,,,,,,,,-37.406,-71.349
357070,"Chillan, Nevados de",11984,Confirmed Eruption,Volcán Nuevo,2,?,,1928,,11,,30,,Historical Observations,,1929,,0,,0,,-36.868,-71.378
357110,Llaima,12048,Confirmed Eruption,SE crater and summit crater,2,,,1927,,10,,5,,Historical Observations,,1927,,12,,5,,-38.692,-71.729
357070,"Chillan, Nevados de",11983,Confirmed Eruption,Volcán Nuevo,2,?,,1927,,4,,10,,Historical Observations,,,,,,,,-36.868,-71.378
